text,label,language,clean_text
bakan pakdemirli milyon lira tarım destek öde bugün baş,1,tr,bakan pakdemirli milyon lira tarım destek öde bugün baş
cumhurbaşkanı erdoğan etap aynı zaman almanya aşı süreç iş,1,tr,cumhurbaşkanı erdoğan etap aynı zaman almanya aşı süreç iş
bakan karaismailoğlu halkalıkapıkule hızlı tren proje seyahat süre saat ya in,1,tr,bakan karaismailoğlu halkalıkapıkule hızlı tren proje seyahat süre saat
sanayi teknoloji bakan varank istanbul proje asgari lira milyon lira arası hibe verecek,1,tr,sanayi teknoloji bakan varank istanbul proje asgari lira milyon lira arası hibe verecek
cumhurbaşkanı erdoğan türkiye ihracat meclis üye ihracat seferî al davet et,1,tr,cumhurbaşkanı erdoğan türkiye ihracat meclis üye ihracat seferî al davet et
cumhurbaşkanı erdoğan insan ol koronavirüs sal dolayısıyla bakımdan zorlu kadar fark dönem geç,1,tr,cumhurbaşkanı erdoğan insan ol koronavirüs sal dolayısıyla bakımdan zorlu kadar fark dönem geç
erdoğan parti yılbaşı otel villa ol güven güç tür tedbir alacak bunlar müsaade et mümkün değil,1,tr,erdoğan parti yılbaşı otel villa ol güven güç tür tedbir alacak bunlar müsaade et mümkün değil
cumhurbaşkanı erdoğan tarafından online düzen türkiye inovasyon hafta kon,1,tr,cumhurbaşkanı erdoğan tarafından online düzen türkiye inovasyon hafta kon
erdoğan rusya ilişki ara ticaret hacim bak zaman hedef aynı karar yürü yürü inan,1,tr,erdoğan rusya ilişki ara ticaret hacim bak zaman hedef aynı karar yürü yürü inan
can cumhurbaşkanı erdoğan üsküdar ömer öztürk camii cuma namaz art aç bul,1,tr,cumhurbaşkanı erdoğan üsküdar ömer öztürk camii cuma namaz art aç bul
can ticaret bakan pekcan tarafından online düzen türkiye inovasyon hafta kon,1,tr,ticaret bakan pekcan tarafından online düzen türkiye inovasyon hafta kon
tarım orman bakan pakdemirli milyon lira destek öde bugün hesap yat baş,1,tr,tarım orman bakan pakdemirli milyon lira destek öde bugün hesap yat baş
can millî savun bakan hulûsi ak tarafından online düzen türkiye inovasyon hafta kon,1,tr,millî savun bakan hulûsi ak tarafından online düzen türkiye inovasyon hafta kon
can sanayi teknoloji bakan mustafa varank tarafından online düzen türkiye inovasyon hafta kon,1,tr,sanayi teknoloji bakan mustafa varank tarafından online düzen türkiye inovasyon hafta kon
libya savun bakan hafterin savaş hazır çağrı art nisan tekrar izin ver,1,tr,libya savun bakan hafterin savaş hazır çağrı art nisan tekrar izin ver
aile çal sosyal hizmet bakan selçuk kpss merkezî yer aday tercih işlem ara ocak arası yapı,1,tr,aile çal sosyal hizmet bakan selçuk kpss merkezî yer aday tercih işlem ara ocak arası yapı
can türkiye ihracat meclis tarafından düzen inovasyon ekosistem büyük bul türkiye inovasyon hafta online ol gerçek,1,tr,türkiye ihracat meclis tarafından düzen inovasyon ekosistem büyük bul türkiye inovasyon hafta online ol gerçek
bakan varank istanbul kalk ajans yıl destek program kapsam toplam milyon kaynak istanbul tahsis et,1,tr,bakan varank istanbul kalk ajans yıl destek program kapsam toplam milyon kaynak istanbul tahsis et
sanayi teknoloji bakan varank istanbul kalk ajans bugün kadar proje milyar lira destek sağ,1,tr,sanayi teknoloji bakan varank istanbul kalk ajans bugün kadar proje milyar lira destek sağ
can sanayi teknoloji bakan varank cumhurbaşkanlığı dolmabahçe çal ofis düzen istanbul kalk ajans destek program tanı toplantı kon,1,tr,sanayi teknoloji bakan varank cumhurbaşkanlığı dolmabahçe çal ofis düzen istanbul kalk ajans destek program tanı toplantı kon
bakan selçuk ortaokul karne not ders etkin katı puan üzerinde lise dönem yapı yüz sınav belirle,1,tr,bakan selçuk ortaokul karne ders etkin katı puan üzerinde lise dönem yapı yüz sınav belirle
tarım orman bakan pakdemirli çeşit kalem yak milyon lira destek öde bugün hesap yat baş,1,tr,tarım orman bakan pakdemirli çeşit kalem yak milyon lira destek öde bugün hesap yat baş
bakan ersoy bun rakı çal tuncel kültür an il ol sağ,1,tr,bakan ersoy bun rakı çal tuncel kültür il ol sağ
hollanda başbakan rutteyi tehdit ede kişi hapis ceza,1,tr,hollanda başbakan rutteyi tehdit ede kişi hapis ceza
tarım orman bakan pakdemirli üre toplam milyar lira destek verecek,1,tr,tarım orman bakan pakdemirli üre toplam milyar lira destek verecek
yeniden refah parti genel başkan erbakanın tercih mucize ay,1,tr,yeniden refah parti genel başkan erbakanın tercih mucize ay
türkiye dakka büyükelçi tura dönem sayın bakan bangladeş gel önemli yankı bul,1,tr,türkiye dakka büyükelçi tura dönem sayın bakan bangladeş gel önemli yankı bul
cumhurbaşkanı erdoğan millî futbol yusuf yazı kabul et,1,tr,cumhurbaşkanı erdoğan millî futbol yusuf yazı kabul et
cumhurbaşkanı erdoğan türkiye burs ankara üniversite siyasal bilgi fakülte uluslararası ilişki böl mezun ol somali adalet bakan nur kabul et,1,tr,cumhurbaşkanı erdoğan türkiye burs ankara üniversite siyasal bilgi fakülte uluslararası ilişki böl mezun ol somali adalet bakan nur kabul et
sağlık bakan koca çin gelecek aşın türk insan etki güvenilir ol emin,1,tr,sağlık bakan koca çin gelecek aşın türk insan etki güvenilir ol emin
türkiye dünya gündem il haber yaşam spor kategori seç fotoğraf için oy kullan,1,tr,türkiye dünya gündem il haber yaşam spor kategori seç fotoğraf oy kullan
cumhurbaşkanı erdoğan millet küre rüzgârla ön savur iste meydan bırak,1,tr,cumhurbaşkanı erdoğan millet küre rüzgârla ön savur iste meydan bırak
cumhurbaşkanı erdoğan somali adalet bakan nur kabul et,1,tr,cumhurbaşkanı erdoğan somali adalet bakan nur kabul et
bakan kur çevre il düzen içer kanun yaşa çevre vizyon büyük katkı suna,1,tr,bakan kur çevre il düzen içer kanun yaşa çevre vizyon büyük katkı suna
cumhurbaşkanı erdoğan millet küre rüzgârla ön savur iste meydan bırak,1,tr,cumhurbaşkanı erdoğan millet küre rüzgârla ön savur iste meydan bırak
ingiltere başbakan john ticaret an var kontrol geri al,1,tr,ingiltere başbakan john ticaret var kontrol geri al
millî savun bakan sarıkamış harekât katılan asker tarihî fotoğraf pay,1,tr,millî savun bakan sarıkamış harekât katılan asker tarihî fotoğraf pay
sağlık bakan koca aşın etki olacak müjde al şimdi aşı etki göre kadar kendi daha koru zaman,1,tr,sağlık bakan koca aşın etki olacak müjde al şimdi aşı etki göre kadar kendi koru zaman
sağlık bakan koca çin gelecek aşın türk insan etki güvenilir ol emin,1,tr,sağlık bakan koca çin gelecek aşın türk insan etki güvenilir ol emin
sağlık bakan koca bugün tespit edi yeni hasta aktif vaka sayı düş devam et,1,tr,sağlık bakan koca bugün tespit edi yeni hasta aktif vaka sayı düş devam et
bakan koca vatan emin ol müsterih ol daha kadar bit influenza,1,tr,bakan koca vatan emin ol müsterih ol kadar bit influenza
sağlık bakan koca kovid aşı zorun yapı yan değil vatan ikna et herkes aşı yap inan,1,tr,sağlık bakan koca kovid aşı zorun yapı yan değil vatan ikna et herkes aşı yap inan
sağlık bakan koca kovid aşı sağlık çalışan birlikte aşı ol kişi biri olacak,1,tr,sağlık bakan koca kovid aşı sağlık çalışan birlikte aşı ol kişi olacak
sağlık bakan koca kovid sinovac pfizer aşı dünyada daha ucuz al olacak,1,tr,sağlık bakan koca kovid sinovac pfizer aşı dünyada ucuz al olacak
bakan koca yer aşıt çal gönül sağlık tara baş söyle,1,tr,bakan koca yer aşıt çal gönül sağlık tara baş söyle
bakan koca ingiltere benze mutasyon rast genom analiz yap bun ilgi daha söyle mümkün,1,tr,bakan koca ingiltere benze mutasyon rast genom analiz yap bun ilgi söyle mümkün
bakan koca günde orta hatta milyon kadar aşı yap imkân ol söyle,1,tr,bakan koca günde orta hatta milyon kadar aşı yap imkân ol söyle
sağlık bakan koca kovid plan biri aşama milyon yak kişi ol söyle,1,tr,sağlık bakan koca kovid plan aşama milyon yak kişi ol söyle
bakan koca çin gelecek erken dönem aşın koru yüzde oran git daha art olacak,1,tr,bakan koca çin gelecek erken dönem aşın koru yüzde oran git art olacak
bakan koca çin gelecek aksi olmaz pazar pazartesi bağ gece yol çık,1,tr,bakan koca çin gelecek aksi olmaz pazar pazartesi bağ gece yol çık
sağlık bakan fahrettin koca koronavirüste mutasyon bil mutasyon eylül ayın beri mevcut,1,tr,sağlık bakan fahrettin koca koronavirüste mutasyon bil mutasyon eylül ayın beri mevcut
bakan koca gün ingiltere gibi ülke kontrol vaka art virüs mutasyon bağ aç çal,1,tr,bakan koca gün ingiltere ülke kontrol vaka art virüs mutasyon bağ aç çal
sağlık bakan koca dünya ortak amaç uğrun mücadele et ancak henüz uca ulaş lanan ol tarih geçe,1,tr,sağlık bakan koca dünya ortak amaç uğrun mücadele et ancak henüz uca ulaş lanan ol tarih geçe
can sağlık bakan koca koronavirüs bil kuru toplantı art basın toplantı düzen,1,tr,sağlık bakan koca koronavirüs bil kuru toplantı art basın toplantı düzen
cumhurbaşkanı erdoğan millet dal kopan hazan yaprak gibi küre rüzgârla ön savur iste meydan bırak,1,tr,cumhurbaşkanı erdoğan millet dal kopan hazan yaprak küre rüzgârla ön savur iste meydan bırak
can cumhurbaşkanı erdoğan tuncel müze konya akşehir eser müze burs türkislam müze restorasyon raşi açı tören can bağlantı katı,1,tr,cumhurbaşkanı erdoğan tuncel müze konya akşehir eser müze burs türkislam müze restorasyon raşi açı tören bağlantı katı
türkiye futbol federasyon profesyonel futbol disiplin kuru galatasaray teknik direktör fatih terim ceza verdi,1,tr,türkiye futbol federasyon profesyonel futbol disiplin kuru galatasaray teknik direktör fatih terim ceza verdi
tarım orman bakan pakdemirli ilısu baraj kapasite elektrik üre baş,1,tr,tarım orman bakan pakdemirli ilısu baraj kapasite elektrik üre baş
iç bakan soylu ocak yer millî elektronik kelepçe hizmet gir olacak,1,tr,iç bakan soylu ocak yer millî elektronik kelepçe hizmet gir olacak
dışişleri bakan çavuşoğlu mevkidaş lavrov aralıkta ara gelecek,1,tr,dışişleri bakan çavuşoğlu mevkidaş lavrov aralıkta ara gelecek
türkiye ihracat meclis başkan gül inovasyon türkiye gelecek değer,1,tr,türkiye ihracat meclis başkan gül inovasyon türkiye gelecek değer
ticaret bakan pekcan esnaf sanatkâr başvuru ocak ayın hafta baş öngör,1,tr,ticaret bakan pekcan esnaf sanatkâr başvuru ocak ayın hafta baş öngör
diyarbakırannelerinin otur eylem aile daha katı,1,tr,diyarbakırannelerinin otur eylem aile katı
dışişleri bakan çavuşoğlu millî günü kardeş libya halk gönül kut,1,tr,dışişleri bakan çavuşoğlu millî günü kardeş libya halk gönül kut
bahçe söz tbmmde ortay koy gör tavır dikkat al vakit dağ temiz terör meclis temiz,1,tr,bahçe söz tbmmde ortay koy gör tavır dikkat al vakit dağ temiz terör meclis temiz
sanayi teknoloji bakan varank reform vizyon türkiye sal rasının kazan hali getir,1,tr,sanayi teknoloji bakan varank reform vizyon türkiye sal rasının kazan hali getir
ukrayna dışişleri bakan kuleba boyun türkiye mükemmel bir memnun,1,tr,ukrayna dışişleri bakan kuleba boyun türkiye mükemmel bir memnun
cumhurbaşkanı erdoğan istanbul latin katolik cemaat ruhani reis gonzalez için başsağlığı mesaj,1,tr,cumhurbaşkanı erdoğan istanbul latin katolik cemaat ruhani reis gonzalez başsağlığı mesaj
can iç bakan soylu ankara kadın yönel şiddet iz komite toplantı kon,1,tr,iç bakan soylu ankara kadın yönel şiddet iz komite toplantı kon
cumhurbaşkanı erdoğan azerbayycan cumhurbaşkanı aliyev telefon gör,1,tr,cumhurbaşkanı erdoğan azerbayycan cumhurbaşkanı aliyev telefon gör
erdoğan gör aliyeve bölge barış istikrar için ortay koy gayret tarihî önem ol belir teşekkür et,1,tr,erdoğan gör aliyeve bölge barış istikrar ortay koy gayret tarihî önem ol belir teşekkür et
cumhurbaşkanı erdoğan azerbaycan cumhurbaşkanı aliyev telefon gör,1,tr,cumhurbaşkanı erdoğan azerbaycan cumhurbaşkanı aliyev telefon gör
kültür turizm bakan mehmetnuriersoyun tercih van felaket fotoğraf oldu,1,tr,kültür turizm bakan mehmetnuriersoyun tercih van felaket fotoğraf oldu
tbmm başkan şentop meclis ittifak istiklal marş yıl ol için imza aç teklif kabul et,1,tr,tbmm başkan şentop meclis ittifak istiklal marş yıl ol imza aç teklif kabul et
bakan pekcan esnaf sanatkâr destek edevlet üzerinde yapı başvuru ocak ayın hafta itibarıyla baş öngör,1,tr,bakan pekcan esnaf sanatkâr destek edevlet üzerinde yapı başvuru ocak ayın hafta itibarıyla baş öngör
cumhurbaşkanı erdoğan fark zengin gör gelecek daha müreffeh şekil inşa et azmet,1,tr,cumhurbaşkanı erdoğan fark zengin gör gelecek müreffeh şekil inşa et azmet
millî savun bakan deniz denizaltı savun roket at başarı şekil icra et,1,tr,millî savun bakan deniz denizaltı savun roket başarı şekil icra et
sanayi teknoloji bakan varank reform vizyon türkiye sal rasının kazan hali getir,1,tr,sanayi teknoloji bakan varank reform vizyon türkiye sal rasının kazan hali getir
tbmm başkan şentop meclis ittifak istiklal marş yıl ol için imza aç teklif kabul et,1,tr,tbmm başkan şentop meclis ittifak istiklal marş yıl ol imza aç teklif kabul et
hollanda başbakan türk asıl öğrenci yaz kitap büyük ilgi,1,tr,hollanda başbakan türk asıl öğrenci yaz kitap büyük ilgi
kktc başbakan saner türkiye imza protokol gerek ankara kaynak proje baş karar veri,1,tr,kktc başbakan saner türkiye imza protokol gerek ankara kaynak proje baş karar veri
iç bakan soylu demirtaş terörist aihmin hangi sebep olur ol al karar boş karar hiçbir anlam yoktur,1,tr,iç bakan soylu demirtaş terörist aihmin hangi sebep olur ol al karar boş karar hiçbir anlam yoktur
bakan varank kasım ayın teşvik belge düzen milyar lira sabit yat kişi ilave istihdam ön aç,1,tr,bakan varank kasım ayın teşvik belge düzen milyar lira sabit yat kişi ilave istihdam ön aç
iç bakan soylu per katı yıl bestler operasyon baş bil,1,tr,iç bakan soylu per katı yıl bestler operasyon baş bil
can iç bakan soylu emniyet müdür değer toplantı katı,1,tr,iç bakan soylu emniyet müdür değer toplantı katı
tbmm genel kuru tbmm başkan şentop siyasi parti imza sunu ortak önerge istiklal marş yıl ol karar,1,tr,tbmm genel kuru tbmm başkan şentop siyasi parti imza sunu ortak önerge istiklal marş yıl ol karar
bakan ak azerbaycan savun bakan yardım mustafayevi kabul et,1,tr,bakan ak azerbaycan savun bakan yardım mustafayevi kabul et
bakan varank milâs zeytinyağı bugün avrupa bir nezdinde tescil,1,tr,bakan varank milâs zeytinyağı bugün avrupa bir nezdinde tescil
sağlık bakan koca sağlık çalışan destek iste,1,tr,sağlık bakan koca sağlık çalışan destek iste
hollanda başbakan türk asıl öğrenci yaz kitap büyük ilgi,1,tr,hollanda başbakan türk asıl öğrenci yaz kitap büyük ilgi
ermenistan başbakan paşinyan istifa için gösteri sürü,1,tr,ermenistan başbakan paşinyan istifa gösteri sürü
bakan soylu kaplumbağa ayrı düş eymen muhabbet kuş hediye et,1,tr,bakan soylu kaplumbağa ayrı düş eymen muhabbet kuş hediye et
cumhurbaşkanı erdoğan kktc başbakan saner kabul et,1,tr,cumhurbaşkanı erdoğan kktc başbakan saner kabul et
salvadorun ankara büyükelçi gomez cumhurbaşkanı erdoğan güven mektup sun,1,tr,salvadorun ankara büyükelçi gomez cumhurbaşkanı erdoğan güven mektup sun
kore cumhuriyet büyükelçi cumhurbaşkanı erdoğan güven mektup sun,1,tr,kore cumhuriyet büyükelçi cumhurbaşkanı erdoğan güven mektup sun
kktc dışişleri bakan ertuğruloğlu maraş açıl kesin devam ede,1,tr,kktc dışişleri bakan ertuğruloğlu maraş açıl kesin devam ede
sağlık bakan koca dönem bula engel derece önemli,1,tr,sağlık bakan koca dönem bula engel derece önemli
sağlık bakan koca aktif vaka sayı düş sev yeni vaka sayı kısıt tedbir uy azal,1,tr,sağlık bakan koca aktif vaka sayı düş sev yeni vaka sayı kısıt tedbir uy azal
kültür turizm bakan özel ödül sahip bel oldu,1,tr,kültür turizm bakan özel ödül sahip bel oldu
iç bakan ikna çal uç terör örgüt kaça terörist daha güven güç teslim ol bil,1,tr,iç bakan ikna çal uç terör örgüt kaça terörist güven güç teslim ol bil
can cumhurbaşkanı yardım fuat oktay kktc başbakan ersan saner ortak basın toplantı düzen,1,tr,cumhurbaşkanı yardım fuat oktay kktc başbakan ersan saner ortak basın toplantı düzen
